Date,Num1,Num2,Num3,Num4,Num5,Num6
2022-01-02,11,17,30,36,41,45
2022-01-05,1,3,8,9,35,40
2022-01-07,10,13,24,28,38,44
2022-01-09,6,7,11,22,35,41
2022-01-12,3,6,13,15,36,44
2022-01-14,5,14,27,30,38,45
2022-01-16,1,3,4,5,32,33
2022-01-19,14,21,25,34,37,39
2022-01-21,1,13,17,24,27,42
2022-01-23,13,20,24,32,34,40
2022-01-26,5,11,15,18,27,43
2022-01-28,4,6,12,26,27,39
2022-01-30,1,7,22,26,28,41
2022-02-02,5,6,14,20,31,38
2022-02-04,11,16,18,38,40,43
2022-02-06,5,9,21,24,34,39
2022-02-09,3,20,27,37,44,45
2022-02-11,10,11,19,38,41,44
2022-02-13,14,21,22,24,28,45
2022-02-16,2,5,8,16,22,42
2022-02-18,3,14,20,26,28,36
2022-02-20,4,6,16,30,43,44
2022-02-23,2,16,18,19,24,29
2022-02-25,10,13,30,33,39,41
2022-02-27,10,20,25,27,38,45
2022-03-02,7,10,13,20,21,34
2022-03-04,3,19,21,24,27,38
2022-03-06,11,16,21,33,34,42
2022-03-09,3,15,35,39,40,43
2022-03-11,6,20,23,29,34,45
2022-03-13,1,5,19,20,23,38
2022-03-16,10,11,14,24,31,45
2022-03-18,6,10,15,29,41,42
2022-03-20,1,9,10,12,22,44
2022-03-23,2,9,37,38,40,43
2022-03-25,1,12,13,27,29,35
2022-03-27,8,17,21,39,44,45
2022-03-30,1,12,26,28,39,45
2022-04-01,2,19,25,32,41,44
2022-04-03,5,11,20,26,40,43
2022-04-06,13,17,19,25,32,45
2022-04-08,2,13,16,19,20,36
2022-04-10,4,17,28,30,38,42
2022-04-13,1,7,20,25,40,41
2022-04-15,9,18,21,25,35,44
2022-04-17,5,13,15,28,38,40
2022-04-20,1,8,17,21,27,37
2022-04-22,11,13,15,18,24,36
2022-04-24,9,12,23,30,32,40
2022-04-27,3,9,14,17,27,32
2022-04-29,5,12,16,25,26,32
2022-05-01,8,21,26,35,37,42
2022-05-04,1,4,23,28,33,38
2022-05-06,1,3,15,16,34,43
2022-05-08,4,12,20,25,35,37
2022-05-11,2,6,7,18,34,41
2022-05-13,7,8,18,29,41,44
2022-05-15,5,20,21,31,34,37
2022-05-18,3,17,23,37,40,42
2022-05-20,12,17,34,39,44,45
2022-05-22,1,7,10,24,33,40
2022-05-25,19,26,27,39,44,45
2022-05-27,16,21,23,27,35,41
2022-05-29,2,6,19,24,30,42
2022-06-01,6,10,21,23,28,39
2022-06-03,5,8,34,38,39,41
2022-06-05,6,8,21,28,30,35
2022-06-08,2,10,13,15,22,36
2022-06-10,10,23,25,26,30,41
2022-06-12,6,14,19,22,40,42
2022-06-15,1,6,12,20,36,39
2022-06-17,5,8,26,29,35,44
2022-06-19,1,24,25,31,39,40
2022-06-22,3,20,23,30,33,35
2022-06-24,7,16,18,32,34,44
2022-06-26,3,7,8,18,27,36
2022-06-29,1,19,20,27,30,32
2022-07-01,17,26,30,31,33,39
2022-07-03,8,14,17,20,21,40
2022-07-06,4,12,14,15,41,42
2022-07-08,6,7,12,18,21,43
2022-07-10,12,23,29,36,37,41
2022-07-13,4,9,21,28,35,37
2022-07-15,4,30,35,39,42,43
2022-07-17,7,13,20,23,27,29
2022-07-20,5,6,20,22,26,39
2022-07-22,4,10,18,22,31,37
2022-07-24,4,11,17,29,30,44
2022-07-27,9,15,18,22,32,41
2022-07-29,5,7,11,20,31,37
2022-07-31,3,8,15,16,40,42
2022-08-03,5,14,30,36,38,42
2022-08-05,10,13,14,32,37,42
2022-08-07,6,9,10,13,24,27
2022-08-10,4,8,10,15,26,31
2022-08-12,5,7,16,20,36,41
2022-08-14,9,13,21,24,34,35
2022-08-17,23,29,35,37,39,45
2022-08-19,25,26,33,39,41,43
2022-08-21,5,19,21,23,28,36
2022-08-24,12,20,21,23,27,34
2022-08-26,3,30,31,32,36,45
2022-08-28,8,16,31,37,39,41
2022-08-31,4,10,28,29,31,34
2022-09-02,2,3,14,21,31,33
2022-09-04,5,17,19,27,35,39
2022-09-07,8,9,10,20,35,38
2022-09-09,4,6,13,14,28,39
2022-09-11,4,15,20,31,43,44
2022-09-14,3,12,15,20,24,45
2022-09-16,2,26,35,41,42,43
2022-09-18,3,5,10,17,25,29
2022-09-21,5,10,14,25,42,45
2022-09-23,1,12,21,28,30,44
2022-09-25,3,5,8,31,33,34
2022-09-28,4,5,7,24,27,30
2022-09-30,4,11,19,20,35,41
2022-10-02,3,17,28,30,31,32
2022-10-05,9,18,23,24,29,34
2022-10-07,18,20,29,34,36,38
2022-10-09,13,15,20,25,35,43
2022-10-12,1,7,13,16,27,35
2022-10-14,1,6,22,25,30,34
2022-10-16,2,5,19,26,38,40
2022-10-19,1,3,7,10,21,29
2022-10-21,10,16,17,18,34,42
2022-10-23,2,11,18,33,36,45
2022-10-26,2,3,10,15,31,36
2022-10-28,16,21,22,33,42,45
2022-10-30,15,27,31,36,38,41
2022-11-02,2,17,23,27,37,42
2022-11-04,9,13,16,24,33,45
2022-11-06,8,10,12,14,17,31
2022-11-09,7,9,16,20,30,32
2022-11-11,2,3,9,15,17,43
2022-11-13,3,4,27,32,40,43
2022-11-16,2,3,12,32,35,44
2022-11-18,15,16,22,25,29,33
2022-11-20,1,4,14,22,24,40
2022-11-23,4,13,15,20,37,38
2022-11-25,14,20,24,30,35,41
2022-11-27,1,26,27,35,36,43
2022-11-30,7,15,20,25,32,37
2022-12-02,2,18,21,24,38,44
2022-12-04,4,5,7,9,27,39
2022-12-07,8,11,19,24,26,42
2022-12-09,4,23,25,30,40,41
2022-12-11,9,11,16,17,22,33
2022-12-14,13,29,35,37,38,41
2022-12-16,6,19,22,26,38,39
2022-12-18,2,12,13,33,36,42
2022-12-21,8,12,20,26,35,37
2022-12-23,2,14,21,22,35,43
2022-12-25,15,17,21,28,37,43
2022-12-28,4,5,10,21,33,37
2022-12-30,3,24,31,35,39,42
2023-01-01,16,20,26,30,32,40
2023-01-04,3,5,7,37,39,42
2023-01-06,2,7,16,25,35,38
2023-01-08,11,29,32,39,40,43
2023-01-11,1,18,22,33,34,43
2023-01-13,3,11,14,20,26,42
2023-01-15,8,9,15,21,26,45
2023-01-20,3,7,13,29,32,44
2023-01-25,12,14,18,22,28,31
2023-01-27,10,13,21,29,41,43
2023-01-29,5,21,26,27,32,33
2023-02-01,16,21,27,29,34,44
2023-02-03,4,11,16,30,33,43
2023-02-05,13,15,23,29,31,34
2023-02-08,6,18,20,22,26,34
2023-02-10,1,11,23,27,33,39
2023-02-12,3,5,11,23,24,42
2023-02-15,1,2,8,20,24,31
2023-02-17,1,5,10,13,23,25
2023-02-19,2,20,22,28,29,38
2023-02-22,8,16,22,23,28,38
2023-02-24,1,10,16,22,35,44
2023-02-26,4,9,16,26,28,42
2023-03-01,13,14,29,33,38,43
2023-03-03,10,22,26,27,33,43
2023-03-05,9,11,24,31,36,44
2023-03-08,10,13,22,25,28,36
2023-03-10,3,5,13,22,36,44
2023-03-12,10,28,29,31,33,37
2023-03-15,11,19,23,28,34,35
2023-03-17,5,7,12,22,26,33
2023-03-19,2,7,10,21,28,35
2023-03-22,5,8,10,15,17,41
2023-03-24,6,14,15,18,24,41
2023-03-26,6,16,18,25,34,45
2023-03-29,3,6,12,28,29,43
2023-03-31,1,9,10,15,30,42
2023-04-02,2,24,36,38,42,43
2023-04-05,4,8,12,15,19,43
2023-04-07,9,14,22,29,39,41
2023-04-09,12,15,25,30,34,39
2023-04-12,4,7,27,28,32,43
2023-04-14,8,16,23,27,32,41
2023-04-16,8,17,20,25,33,36
2023-04-19,10,27,37,40,42,43
2023-04-21,2,4,7,10,20,44
2023-04-23,1,2,22,30,37,42
2023-04-26,1,4,7,9,34,37
2023-04-28,5,11,25,33,42,44
2023-04-30,7,9,23,24,33,36
2023-05-03,18,23,28,29,39,44
2023-05-05,22,28,31,35,36,38
2023-05-07,4,30,31,33,35,45
2023-05-10,7,8,9,13,15,27
2023-05-12,2,6,8,9,15,27
2023-05-14,7,8,13,37,42,44
2023-05-17,2,6,13,20,28,44
2023-05-19,3,9,10,27,35,38
2023-05-21,8,10,17,19,24,41
2023-05-24,9,11,15,28,33,44
2023-05-26,8,10,19,25,35,44
2023-05-28,6,13,19,20,37,44
2023-05-31,4,9,10,22,41,44
2023-06-02,3,11,14,19,21,43
2023-06-04,3,15,19,35,36,43
2023-06-07,1,7,14,16,34,44
2023-06-09,15,16,23,25,40,41
2023-06-11,5,18,22,40,41,44
2023-06-14,2,28,31,37,41,44
2023-06-16,24,26,32,37,38,41
2023-06-18,3,4,8,18,21,33
2023-06-21,7,13,19,35,37,38
2023-06-23,10,14,15,20,24,45
2023-06-25,4,6,7,25,26,30
2023-06-28,4,8,24,31,42,45
2023-06-30,2,5,20,23,31,38
2023-07-02,3,5,8,17,37,41
2023-07-05,1,12,24,27,36,44
2023-07-07,5,9,12,20,37,42
2023-07-09,14,16,27,28,33,41
2023-07-12,19,24,27,31,33,43
2023-07-14,4,5,13,19,27,37
2023-07-16,1,7,16,18,21,29
2023-07-19,6,10,19,37,43,45
2023-07-21,9,20,31,33,36,45
2023-07-23,14,17,23,32,33,43
2023-07-26,4,13,18,21,29,37
2023-07-28,7,27,28,30,31,35
2023-07-30,3,17,23,33,42,45
2023-08-02,4,21,27,38,39,44
2023-08-04,2,12,22,38,41,44
2023-08-06,4,15,19,25,30,38
2023-08-09,18,22,30,31,39,41
2023-08-11,16,21,26,29,30,45
2023-08-13,9,15,23,33,35,40
2023-08-16,5,7,25,31,39,41
2023-08-18,12,19,21,22,34,38
2023-08-20,7,8,22,23,30,42
2023-08-23,5,14,18,19,29,31
2023-08-25,8,18,30,32,38,45
2023-08-27,24,27,30,37,44,45
2023-08-30,13,17,20,28,30,33
2023-09-01,9,14,16,19,28,41
2023-09-03,1,33,38,39,44,45
2023-09-06,3,4,12,18,19,29
2023-09-08,6,8,14,29,39,42
2023-09-10,4,5,10,18,27,40
2023-09-13,2,4,7,9,12,13
2023-09-15,2,3,5,7,10,38
2023-09-17,6,10,15,36,39,43
2023-09-20,3,6,20,39,40,41
2023-09-22,2,16,17,18,20,23
2023-09-24,4,8,23,27,30,36
2023-09-27,3,12,22,30,37,39
2023-09-29,2,8,24,27,30,43
2023-10-01,2,11,13,16,41,43
2023-10-04,7,17,21,32,40,45
2023-10-06,18,19,24,28,33,40
2023-10-08,4,16,22,28,33,39
2023-10-11,5,10,30,40,44,45
2023-10-13,1,11,16,39,40,45
2023-10-15,4,5,9,27,34,39
2023-10-18,2,7,18,20,24,29
2023-10-20,4,16,21,24,26,37
2023-10-22,10,13,14,19,35,40
2023-10-25,4,6,13,25,31,41
2023-10-27,7,10,14,21,26,37
2023-10-29,5,7,15,21,32,45
2023-11-01,1,3,15,16,23,28
2023-11-03,2,7,9,13,22,38
2023-11-05,1,13,16,18,23,25
2023-11-08,7,20,23,27,31,33
2023-11-10,1,4,10,13,14,44
2023-11-12,2,4,10,15,27,31
2023-11-15,2,3,12,16,30,37
2023-11-17,16,20,25,26,36,41
2023-11-19,1,3,19,20,26,34
2023-11-22,15,18,20,23,37,39
2023-11-24,5,18,22,34,41,45
2023-11-26,4,6,15,23,25,36
2023-11-29,9,22,24,32,38,39
2023-12-01,5,10,14,21,27,32
2023-12-03,12,14,16,21,29,32
2023-12-06,18,19,20,29,41,42
2023-12-08,11,15,16,17,42,43
2023-12-10,9,10,11,17,41,44
2023-12-13,3,7,11,20,28,44
2023-12-15,1,5,10,11,20,40
2023-12-17,3,7,18,20,31,33
2023-12-20,5,15,16,21,22,32
2023-12-22,2,12,14,16,34,38
2023-12-24,1,2,5,24,40,43
2023-12-27,8,16,23,34,36,39
2023-12-29,16,20,22,35,37,39
2023-12-31,13,14,23,25,34,44
2024-01-03,9,14,19,20,29,40
2024-01-05,9,16,29,31,33,42
2024-01-07,3,4,15,18,36,45
2024-01-10,10,12,18,19,29,43
2024-01-12,10,11,20,27,39,43
2024-01-14,2,8,19,20,24,42
2024-01-17,14,19,21,36,43,44
2024-01-19,8,15,20,24,43,44
2024-01-21,11,20,22,23,26,31
2024-01-24,7,27,30,36,39,45
2024-01-26,8,19,22,27,31,35
2024-01-28,3,23,25,29,36,41
2024-01-31,9,11,15,35,38,41
2024-02-02,1,15,29,31,32,34
2024-02-04,9,15,21,29,33,39
2024-02-07,17,21,24,25,39,42
2024-02-11,7,18,31,33,35,41
2024-02-14,8,9,11,12,40,44
2024-02-16,6,10,16,20,40,42
2024-02-18,5,19,20,21,24,40
2024-02-21,2,8,14,19,24,42
2024-02-23,4,17,19,27,28,36
2024-02-25,5,7,10,12,15,26
2024-02-28,1,10,21,25,32,39
2024-03-01,20,22,24,26,28,37
2024-03-03,3,10,17,20,22,27
2024-03-06,11,15,34,39,41,43
2024-03-08,2,26,28,40,41,45
2024-03-10,4,12,19,23,36,41
2024-03-13,1,13,25,30,34,40
2024-03-15,9,11,16,29,31,33
2024-03-17,1,3,5,26,30,42
2024-03-20,8,14,26,28,43,45
2024-03-22,5,6,11,20,24,45
2024-03-24,1,14,22,28,32,42
2024-03-27,6,29,31,35,42,44
2024-03-29,4,7,25,34,35,38
2024-03-31,5,12,13,17,40,41
2024-04-03,7,11,14,22,29,34
2024-04-05,14,18,22,29,36,37
2024-04-07,3,11,15,17,24,35
2024-04-10,2,10,30,33,34,40
2024-04-12,6,17,18,26,43,45
2024-04-14,7,12,16,29,42,45
2024-04-17,9,16,26,27,32,41
2024-04-19,2,3,20,21,32,33
2024-04-21,7,21,36,38,40,45
2024-04-24,7,21,30,33,38,39
2024-04-26,2,3,25,34,35,38
2024-04-28,1,13,14,22,23,37
2024-05-01,7,9,17,20,25,29
2024-05-03,1,13,14,21,27,43
2024-05-05,10,12,14,16,21,39
2024-05-08,2,10,13,22,30,34
2024-05-10,12,13,31,38,42,43
2024-05-12,3,5,6,9,32,45
2024-05-15,3,11,13,21,24,34
2024-05-17,8,22,27,29,39,43
2024-05-19,5,19,25,35,37,39
2024-05-22,2,3,10,22,41,43
2024-05-24,2,14,15,17,23,40
2024-05-26,4,9,11,14,19,27
2024-05-29,4,21,25,27,35,39
2024-05-31,4,8,15,23,31,40
2024-06-02,2,7,13,23,25,45
2024-06-05,11,25,28,33,34,45
2024-06-07,15,19,24,25,27,39
2024-06-09,4,5,28,32,37,42
2024-06-12,1,2,8,13,26,34
2024-06-14,10,24,25,26,30,41
2024-06-16,3,16,17,18,25,37
2024-06-19,8,12,17,23,26,27
2024-06-21,3,7,11,16,19,35
2024-06-23,9,11,19,29,31,44
2024-06-26,8,10,29,30,33,40
2024-06-28,4,6,16,32,41,44
2024-06-30,5,23,25,28,30,43
2024-07-03,11,18,24,34,38,43
2024-07-05,4,23,33,38,40,44
2024-07-07,4,8,22,23,26,45
2024-07-10,23,24,36,37,40,45
2024-07-12,11,17,25,26,28,29
2024-07-14,9,18,33,37,38,43
2024-07-17,9,10,11,16,21,30
2024-07-19,1,10,20,25,34,35
2024-07-21,9,10,23,25,28,38
2024-07-24,7,8,20,27,32,34
2024-07-26,18,20,28,31,39,45
2024-07-28,1,13,21,25,31,39
2024-07-31,2,4,12,16,18,42
2024-08-02,9,14,19,34,37,41
2024-08-04,1,4,16,18,20,32
2024-08-07,11,19,22,29,40,44
2024-08-09,6,14,15,24,26,39
2024-08-11,17,18,19,33,35,37
2024-08-14,1,6,9,21,43,44
2024-08-16,16,22,23,30,34,41
2024-08-18,4,13,28,33,35,38
2024-08-21,7,8,9,15,22,30
2024-08-23,7,13,26,28,35,41
2024-08-25,6,10,15,17,40,42
2024-08-28,4,5,17,25,39,41
2024-08-30,2,15,19,26,34,36
2024-09-01,30,31,33,38,42,43
2024-09-04,2,7,15,18,24,33
2024-09-06,5,25,28,32,36,41
2024-09-08,3,8,10,26,34,37
2024-09-11,6,11,19,23,34,37
2024-09-13,6,12,27,34,41,42
2024-09-15,3,11,28,32,33,35
2024-09-18,4,8,27,28,35,36
2024-09-20,13,14,19,20,30,33
2024-09-22,20,23,28,36,40,42
2024-09-25,10,23,25,27,31,37
2024-09-27,1,6,18,25,39,44
2024-09-29,3,7,16,17,41,42
2024-10-02,5,6,11,23,31,36
2024-10-04,8,10,21,32,39,44
2024-10-06,7,14,33,36,42,43
2024-10-09,14,18,20,22,34,45
2024-10-11,11,19,26,28,29,43
2024-10-13,7,10,13,17,21,45
2024-10-16,4,14,19,23,24,37
2024-10-18,13,19,20,22,24,37
2024-10-20,6,23,24,25,26,34
2024-10-23,22,27,28,31,37,44
2024-10-25,3,10,31,32,34,40
2024-10-27,18,21,28,29,33,45
2024-10-30,4,13,20,29,32,37
2024-11-01,20,22,23,32,35,40
2024-11-03,1,4,5,16,20,22
2024-11-06,1,2,3,11,25,37
2024-11-08,11,15,18,27,34,37
2024-11-10,3,7,11,12,13,40
2024-11-13,3,23,28,35,39,42
2024-11-15,8,13,31,36,37,40
2024-11-17,11,17,29,31,38,42
2024-11-20,4,16,24,29,31,37
2024-11-22,1,14,15,19,38,40
2024-11-24,5,14,15,21,33,36
2024-11-27,6,21,24,31,42,44
2024-11-29,12,15,33,35,37,45
2024-12-01,15,17,25,29,33,35
2024-12-04,7,14,19,24,34,36
2024-12-06,8,14,18,26,34,42
2024-12-08,1,13,24,26,27,37
2024-12-11,2,10,17,23,29,33
2024-12-13,3,7,29,36,37,44
2024-12-15,1,10,20,22,23,36
2024-12-18,3,7,12,16,26,34
2024-12-20,6,9,12,21,28,33
2024-12-22,15,16,24,27,31,44
2024-12-25,8,13,20,25,28,39
2024-12-27,1,10,13,24,25,33
2024-12-29,5,8,19,31,34,43
2025-01-01,14,20,25,28,36,40
2025-01-03,6,12,21,27,34,41
2025-01-05,2,7,15,37,41,42
2025-01-08,2,3,17,33,37,38
2025-01-10,2,4,8,28,42,44
2025-01-12,2,9,12,14,41,44
2025-01-15,2,6,8,10,23,33
2025-01-17,2,12,22,31,34,35
2025-01-19,5,6,10,19,32,38
2025-01-22,3,21,26,29,32,33
2025-01-24,1,7,11,22,31,34
2025-01-26,5,8,9,11,20,29
2025-01-31,2,15,16,32,42,45
2025-02-02,15,20,22,29,32,36
2025-02-05,4,6,9,14,25,41
2025-02-07,4,5,25,27,35,39
2025-02-09,8,16,22,27,31,34
2025-02-12,7,19,31,39,42,43
2025-02-14,6,8,10,27,28,32
2025-02-16,11,19,26,28,35,40
2025-02-19,1,6,10,11,25,29
2025-02-21,4,9,19,20,30,42
2025-02-23,10,12,15,17,24,33
2025-02-26,2,13,15,16,18,20
2025-02-28,10,11,14,16,21,29
2025-03-02,8,24,30,33,42,45
2025-03-05,10,22,32,37,41,43
2025-03-07,8,11,12,20,25,32
2025-03-09,10,11,30,33,44,45
2025-03-12,19,26,30,32,36,42
2025-03-14,7,11,13,16,28,30
2025-03-16,2,12,14,16,38,45
2025-03-19,12,23,27,28,29,43
2025-03-21,31,32,34,41,42,45
2025-03-23,5,6,8,9,36,45
2025-03-26,17,24,25,30,35,39
2025-03-28,5,7,22,28,29,34
2025-03-30,14,15,33,38,42,45
2025-04-02,8,14,15,22,31,34
2025-04-04,2,13,24,25,28,38
2025-04-06,3,5,6,13,18,22
2025-04-09,5,8,11,22,41,44
2025-04-11,1,13,14,26,37,43
2025-04-13,13,14,18,25,30,32
2025-04-16,5,8,12,16,28,32
2025-04-18,5,20,21,22,29,44
2025-04-20,5,7,14,26,29,44
2025-04-23,7,12,23,34,42,43
2025-04-25,4,8,9,10,20,34
2025-04-27,8,11,31,35,36,45
2025-04-30,1,17,26,33,36,44
2025-05-02,3,7,32,37,42,45
2025-05-04,6,7,8,9,12,29
2025-05-07,8,27,28,31,34,40
2025-05-09,1,7,9,34,40,42
2025-05-11,13,15,17,22,28,43
2025-05-14,19,24,27,37,44,45
2025-05-16,5,9,14,22,32,44
2025-05-18,6,7,17,27,30,42
2025-05-21,2,13,14,21,24,30
2025-05-23,2,4,15,16,29,43
2025-05-25,5,14,23,24,28,44
2025-05-28,17,22,23,28,31,41
2025-05-30,4,7,12,35,37,41
2025-06-01,9,24,29,37,42,44
2025-06-04,11,23,26,27,29,32
2025-06-06,24,26,35,39,41,45
2025-06-08,6,17,18,19,31,37
2025-06-11,10,13,22,27,41,45
2025-06-13,1,13,19,28,30,36
2025-06-15,15,16,22,23,29,32
2025-06-18,19,23,24,26,36,41
2025-06-20,2,8,18,22,26,29
2025-06-22,1,9,14,20,34,41
2025-06-25,8,10,26,29,35,39
2025-06-27,9,14,26,30,44,45
2025-06-29,10,23,25,26,27,28
2025-07-02,12,16,21,28,34,41
2025-07-04,7,9,21,29,41,45
2025-07-06,5,8,13,23,36,45
2025-07-09,7,8,30,32,33,44
2025-07-11,11,20,22,24,43,45
2025-07-13,9,17,22,27,35,36
2025-07-16,6,11,14,19,21,42
2025-07-18,7,22,24,28,42,45
2025-07-20,11,13,14,20,37,42
2025-07-23,24,26,29,32,37,44
2025-07-25,20,30,34,35,38,39
2025-07-27,1,9,12,27,39,45
2025-07-30,2,3,6,16,26,34
2025-08-01,5,29,30,31,36,38
2025-08-03,5,14,24,26,37,43
2025-08-06,3,12,14,18,29,34
2025-08-08,11,17,20,26,27,38
2025-08-10,13,21,26,28,31,35
2025-08-13,10,15,28,30,35,45
2025-08-15,5,22,27,36,43,45
2025-08-17,15,24,26,29,31,42
2025-08-20,4,9,27,32,38,42
2025-08-22,1,9,10,13,37,39
2025-08-24,2,9,20,28,32,43
2025-08-27,3,11,18,39,40,42
2025-08-29,2,4,10,24,35,36
2025-08-31,3,4,14,30,32,38
2025-09-03,14,21,23,28,44,45
2025-09-05,1,10,20,22,41,43
2025-09-07,6,29,30,39,42,44
2025-09-10,7,10,18,20,24,36
2025-09-12,17,22,24,37,42,43
2025-09-14,3,6,9,10,30,37
2025-09-17,11,23,25,35,38,45
2025-09-19,4,6,17,18,28,41
2025-09-21,2,3,6,21,28,38
2025-09-24,3,5,17,31,32,40
2025-09-26,12,17,19,27,28,36
2025-09-28,8,13,18,26,36,39
2025-10-01,3,6,7,19,30,35
2025-10-03,29,31,32,33,34,35
2025-10-05,5,14,22,28,32,39
2025-10-08,8,10,11,18,23,32
2025-10-10,4,5,25,34,39,43
2025-10-12,4,10,16,20,28,34
2025-10-15,1,6,18,20,29,40
2025-10-17,15,17,18,26,31,42
2025-10-19,16,17,25,26,28,37
2025-10-22,5,11,12,24,28,44
2025-10-24,2,11,24,31,32,38
2025-10-26,18,30,34,42,43,45
2025-10-29,7,26,35,39,41,42
2025-10-31,3,10,31,34,36,43
2025-11-02,3,7,12,20,30,44
2025-11-05,2,9,18,25,30,31
2025-11-07,3,4,20,28,39,42
2025-11-09,13,23,27,30,37,43
2025-11-12,16,24,29,37,40,44
2025-11-14,3,10,15,27,41,42
2025-11-16,15,20,31,33,34,45
2025-11-19,9,12,19,30,40,43
2025-11-21,8,11,18,25,28,35
2025-11-23,4,12,19,42,43,44
2025-11-26,2,8,15,19,30,38
2025-11-28,2,9,17,23,39,41
2025-11-30,7,13,26,30,34,42
2025-12-03,8,15,20,23,31,34
2025-12-05,2,19,23,37,42,43
2025-12-07,1,5,23,28,29,43
2025-12-10,7,18,22,29,30,36
2025-12-12,3,7,13,17,38,44
2025-12-14,8,11,13,16,28,32
2025-12-17,5,14,24,38,41,43
2025-12-19,1,21,36,42,43,44
2025-12-21,6,9,12,18,29,43
2025-12-24,15,19,31,35,43,45
2025-12-26,4,6,16,25,27,40
2025-12-28,1,2,7,16,31,37
2025-12-31,1,25,35,36,37,45
2026-01-02,7,18,22,32,37,38
2026-01-04,2,12,21,29,35,44
2026-01-07,1,5,7,28,31,43
2026-01-09,8,9,17,21,36,45
2026-01-11,8,10,21,25,31,38
2026-01-14,1,22,23,28,39,45
2026-01-16,2,10,21,31,34,40
2026-01-18,2,5,15,26,39,42
2026-01-21,1,18,23,24,29,37
2026-01-23,9,15,16,20,22,31
2026-01-25,2,19,20,24,33,34
2026-01-28,4,10,16,19,27,40
2026-01-30,16,17,30,41,42,45
2026-02-01,1,18,21,23,30,36
2026-02-04,2,12,14,17,39,43
2026-02-06,2,7,13,17,42,45
2026-02-08,6,13,16,20,23,38
2026-02-11,15,20,35,40,44,45
2026-02-13,8,12,31,36,42,43
2026-02-15,4,6,7,20,28,43
